player,era,date,outlet,headline,body,url
Kobe Bryant,pre_2009,1995-10-05,,KOBE BRYANT,"fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 The best high school basketball player in America plays in a Philadelphia suburb. This summer, he was so dazzling in venues around the country, from camp to tournament to camp, he zoomed right to the top of the recruiting gurus' charts. Kobe Bryant , the 6-7, do-it-all senior from Lower Merion High, could play in the city next year. Or he could play in just about any big city in America and two in Canada. According to his father, Joe Bryant, the La Salle assistant coach and former La Salle and 76ers player, Kobe is accepting no home visits from college coaches and visiting no college campuses. That makes it easy to deduce that next year, Kobe Bryant will play at La Salle or he will play in the NBA. ""I think La Salle is in good shape,"" Joe Bryant said. ""At the same time, he's been contacted by just about every big school."" All the big boys have called - Duke, Kentucky, Michigan, North Carolina. ""You name one,"" Joe Bryant said. ""It's just amazing."" It's all because Kobe Bryant is an amazing player with the rebounding ability of a power forward, the finesse of a small forward, the shooting range of an off guard and the ballhandling skill of a point guard. Kobe Bryant gets all those calls, but he is not biting. No visits by coaches. No visits to coaches. Kobe knows the La Salle coaches. His dad has been an assistant there for two years. The program has treaded water the last few years. However, it's no secret La Salle knows how to showcase great talents. But . . . ""He's been working out with the Sixers,"" Joe Bryant said. ""People tell me when you watch him playing with the pros, you can't tell the difference."" But . . . Kobe Bryant just turned 17 at the end of August. He certainly looks like a future NBA player, maybe a star. His dad figures he'll be a point guard at that level. But . . . Kobe Bryant is just 17. ""I just have to look at all the different options as a parent,"" Joe Bryant said. ""It would be difficult for him to leave home right now. He wouldn't be in college that long in any case."" Two years seems about the average stay for the college superstars anymore. The first four players taken in last June's NBA draft - Joe Smith, Antonio McDyess, Jerry Stackhouse and Rasheed Wallace - were college sophomores. The fifth selection was Kevin Garnett, a high school senior. ""He's just taking it easy, looking forward to his high school season,"" Joe Bryant said of his son. ""He's just going to wait (to decide). But Kobe wants to keep all his options open. We'll see."" Notes fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 COLLEGE BASKETBALL Graphic fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 PHOTO; PHOTO (2) 1. Kobe Bryant 's choices are clear: La Salle or straight to NBA (Page 104) 2. Kobe Bryant is not getting caught up in recruiting, says dad Joe (INQUIRER FILE PHOTO) Classification_15 Classification_15 Classification fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Language: ENGLISH Subject: BASKETBALL (91%); COACHES & TRAINERS (90%); COLLEGE & UNIVERSITY SPORTS (90%); SCHOOL SPORTS (90%); SPORTS & RECREATION EVENTS (90%); HIGH SCHOOL SPORTS (89%); HIGH SCHOOLS (89%); ATHLETES (79%); INTERVIEWS (79%); CELEBRITIES (78%); SCHOOL ATHLETIC STAFF (78%); COLLEGES & UNIVERSITIES (69%); Interview (%) Company: KOBE BRYANT (96%) Organization: NATIONAL BASKETBALL ASSOCIATION (94%) Industry: COLLEGE & UNIVERSITY SPORTS (90%); HIGH SCHOOL SPORTS (89%); HIGH SCHOOLS (89%); CELEBRITIES (78%); COLLEGES & UNIVERSITIES (69%) Person: KOBE BRYANT (94%); KEVIN GARNETT (58%) Geographic: PHILADELPHIA, PA, USA (89%); MICHIGAN, USA (79%); NORTH CAROLINA, USA (79%); UNITED STATES (90%); CANADA (57%) Load-Date: October 18, 2002 fLayoutInCell 1 lineColor 0 lineWidth 12700 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 End of Document Page PAGE of NUMPAGES Consumers forgive and forget: Even though he is charged with sexual assault, Kobe Bryant's endorsements are going strong as ever. Brian Steinberg and Maureen Tk.... HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:494H-6PF0-01D6-P1W7-00000-00&context=1519360 00 Consumers forgive and forget: Even though he is charged with sexual assault, HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:494H-6PF0-01D6-P1W7-00000-00&context=1519360 00 Kobe Bryant HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:494H-6PF0-01D6-P1W7-00000-00&context=1519360 00 's endorsements are going strong as ever. Brian Steinberg and Maureen Tkacik report. Ottawa Citizen July 23, 2003 Wednesday Final Edition Bookmark_18 Bookmark_18",
Kobe Bryant,pre_2009,1995-11-09,,BRYANT STILL DECIDING,"fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 There have been rumors of a Kobe Bryant press conference for weeks, a press conference to announce the Lower Merion High senior was committing to play basketball at La Salle. Well, there is no press conference - yet. Bryant, the 6-7 phenom generally considered the best high school basketball player in the country, is not ready to make a decision. His father, Joe Bryant, a La Salle assistant coach, said on Tuesday that Kobe will not be signing a national letter of intent during the early signing period, which began yesterday. It's not about La Salle. Although Joe Bryant won't say it publicly, wanting to keep his son's options open, it's clear that if Kobe Bryant goes to college, he will be going to La Salle. Kobe's decision is the same as it was weeks ago. Will he go to La Salle or the NBA? Joe Bryant doesn't want his son signing with La Salle and then opting for the NBA. He wants his son to be certain of his decision and then stick with it. To do otherwise, he said, wouldn't be fair to anybody. So, The Kobe Watch continues. CAOUETTE TO 'NOVA? T.J. Caouette, a 6-8 forward from Winthrop (Maine) High, will make his decision on a college known today. Most recruiting experts think Villanova is the favorite over Vanderbilt, Notre Dame and Maryland. But it's not a definite. Recruiting guru Bob Gibbons described Caouette as the ""sleeper of the summer"" after a dazzling performance at the Nike Camp. Caouette was a virtual unknown before his Nike performance. Notes fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 COLLEGE BASKETBALL Classification_68 Classification_68 Classification fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Language: ENGLISH Subject: PRESS CONFERENCES (96%); BASKETBALL (91%); SCHOOL SPORTS (79%); GOSSIP & RUMORS (78%); COACHES & TRAINERS (74%); HIGH SCHOOL SPORTS (74%) Company: NIKE INC (54%) Organization: NATIONAL BASKETBALL ASSOCIATION (81%) Ticker: NKE (NYSE) (54%) Industry: NAICS316219 OTHER FOOTWEAR MANUFACTURING (54%); NAICS316211 RUBBER AND PLASTICS FOOTWEAR MANUFACTURING (54%); NAICS315239 WOMEN'S AND GIRLS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING (54%); NAICS315228 MEN'S AND BOYS' CUT AND SEW OTHER OUTERWEAR MANUFACTURING (54%); SIC3149 FOOTWEAR, EXCEPT RUBBER, NEC (54%); SIC3021 RUBBER & PLASTICS FOOTWEAR (54%); SIC2339 WOMEN'S, MISSES', & JUNIORS' OUTERWEAR, NEC (54%); SIC2329 MEN'S & BOYS' CLOTHING, NEC (54%); HIGH SCHOOL SPORTS (74%) Person: KOBE BRYANT (92%) Geographic: PHILADELPHIA, PA, USA (59%) Load-Date: October 18, 2002 fLayoutInCell 1 lineColor 0 lineWidth 12700 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 End of Document Page PAGE of NUMPAGES AMERICAN BASKETBALL ROCKED BY SEXUAL ASSAULT ALLEGATIONS AGAINST STAR PLAYER BASKETBALL STAR IS ARRESTED AFTER WOMAN ACCUSES HIM OF SEX ASSAULT IN HOTEL HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:4919-G220-014V-R54W-00000-00&context=1519360 00 AMERICAN HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:4919-G220-014V-R54W-00000-00&context=1519360 00 BASKETBALL HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:4919-G220-014V-R54W-00000-00&context=1519360 00 ROCKED BY SEXUAL ASSAULT ALLEGATIONS AGAINST STAR PLAYER HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:4919-G220-014V-R54W-00000-00&context=1519360 00 BASKETBALL HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:4919-G220-014V-R54W-00000-00&context=1519360 00 STAR IS ARRESTED AFTER WOMAN ACCUSES HIM OF SEX ASSAULT IN HOTEL The Independent (London) July 8, 2003, Tuesday Bookmark_71 Bookmark_71",
Kobe Bryant,pre_2009,1996-04-30,,,"fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Bryant will jump from preps to pros With designer sunglasses perched atop his head and an expensive blazer stretched across his shoulders, Kobe Bryant looked every bit like the multimillionaire NBA player he expects to become. But Bryant was standing inside the high school gymnasium where he played his final game less than three months ago as he announced Monday that he will become the sixth player in history to skip college and enter the NBA draft. ""I know that I'll have to work extra hard and I know that it's a big step,"" he said at a news conference in the gym where he led Lower Merion High School to the state class AAAA title. ""I can do it."" Experts like high school recruiting guru Tom Konchalski and NBA draft specialist Don Leventhal have said that Bryant is ready for the next level without putting in any time in a college program. The 6-foot-6 Bryant, 17, is expected to be among the top 10 prospects in the June NBA draft. Leventhal, however, said that Bryant's decision could add to a disturbing trend. Last year, Kevin Garnett went directly to the NBA draft from Farragut Academy in Chicago and was picked fifth by the Minnesota Timberwolves. Garnett won a starting position midway through this season. ""It is disappointing as a college basketball fan,"" said Leventhal, who publishes an annual draft report. ""The better (Bryant) does, the more it will probably encourage other high school players to try the same thing."" A strong voice against Bryant's turning pro has been Marty Blake, director of scouting for the NBA. ""He's a very good high school basketball player - with the emphasis on high school,"" Blake said in an interview before the decision was made. ""Garnett was an exception. He was 19 and he was 6-11. Kobe's just not ready yet."" Bryant's decision drew a cool reaction from NBA commissioner David Stern, who said in an interview in Portland, Ore., that he believes it's better for players to go to college for a few years, but there's nothing the league can do legally to stop a teen-ager from going directly from high school to the NBA. Bryant was recognized as the national player of the year by Naismith, Gatorade, USA Today and Parade magazine. In selecting the pros, Bryant decided against playing for La Salle, where his father, former Philadelphia 76er Joe Bryant, is an assistant basketball coach. His father believes the move is a good one. ""Kobe has the burning desire and the kid's got heart,"" the father said. "" Plus, he's a very intelligent player. I don't think that a lot of people realize that."" La Salle, Kentucky, North Carolina, Arkansas, Duke, Michigan and Villanova, were said to be among the college programs Bryant was considering. Kobe Bryant was the leading scorer in southeastern Pennsylvania history with 2,883 points. His senior year, Bryant averaged 31 points, 10 rebounds, five assists, five blocked shots and four steals a game. Graphic fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Mug - Kobe Bryant Kobe Bryant (right) tries to dunk against Jamaal Magliore during a prep all-star game earlier this month in Auburn Hills, Mich. Bryant, a 6-foot-6 forward from suburban Philadelphia, has decided to skip college and make himself eligible for the June NBA draft. (AP photo) Classification_37 Classification_37 Classification fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Language: ENGLISH Subject: BASKETBALL (91%); ATHLETES (90%); COLLEGE & UNIVERSITY SPORTS (90%); HIGH SCHOOL SPORTS (89%); HIGH SCHOOLS (89%); INTERVIEWS (89%); PROFESSIONAL SPORTS (79%); SCHOOL SPORTS (79%); SPORTS & RECREATION FACILITIES & VENUES (79%); SPORTS COMMISSIONERS (79%); STUDENT ATHLETES (79%); TRENDS & EVENTS (79%); SCHOOL SPORTS FACILITIES (77%); SPORTS AWARDS (77%); COACHES & TRAINERS (74%); SPORTS FANS (74%); TRENDS (74%); PRESS CONFERENCES (71%) Company: MINNESOTA TIMBERWOLVES (55%); MINNESOTA TIMBERWOLVES (55%); NATIONAL BASKETBALL ASSOCIATION (86%); MINNESOTA TIMBERWOLVES (55%); MINNESOTA TIMBERWOLVES (55%); NATIONAL BASKETBALL ASSOCIATION (86%) Organization: NATIONAL BASKETBALL ASSOCIATION (86%); MINNESOTA TIMBERWOLVES (55%); MINNESOTA TIMBERWOLVES (55%); NATIONAL BASKETBALL ASSOCIATION (86%) Industry: COLLEGE & UNIVERSITY SPORTS (90%); HIGH SCHOOL SPORTS (89%); HIGH SCHOOLS (89%) Person: KEVIN GARNETT (79%); KOBE BRYANT (79%) Geographic: PORTLAND, OR, USA (67%); IOWA, USA (88%); ARKANSAS, USA (79%); KENTUCKY, USA (79%); MICHIGAN, USA (79%); NORTH CAROLINA, USA (79%); OREGON, USA (79%) Load-Date: December 9, 1996 fLayoutInCell 1 lineColor 0 lineWidth 12700 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 End of Document Page PAGE of NUMPAGES Kobi conquers; Laker star heir to Air Jordan HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:459Y-HHT0-0197-D4DW-00000-00&context=1519360 00 Kobi conquers; Laker star heir to Air Jordan Sun",
Kobe Bryant,pre_2009,1996-05-01,,,"fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 IT was inevitable. In a big-city schoolyard, a 9-year-old boy bouncing a basketball while surrounded by microphones and cameras was announcing his intention to bypass junior high school and declare his availability in the International Basketball Association draft. ""I want to try my game in the pros,"" he said. ""I averaged 32 points and 20 rebounds this season."" ""But that's in a Police Athletic League,"" a voice said. ""Don't you need to develop your skills in high school, or at least junior high?"" ""What can I do there that I haven't done already,"" the kid said. ""The I.B.A. scouts think I'm ready."" ""But you're only 4 feet 11 inches tall,"" a voice said. ""What makes you think that you're ready?"" ""My father is 6-4; my mother is 6-2,"" the kid said. ""The scouts like my genes. They project me at 7-8."" The night of the draft, the Madrid Matadors selected the 9-year-old kid with the seventh choice that was obtained from the Knicks, who had acquired it earlier from the Athens Olympians. Madrid? Athens? The I.B.A.? Didn't you know? When the National Basketball Association expanded by adding a 28-team European Division in 2002 while promising another 28-team Asian-Australian Division in 2008, it changed its name to the International Basketball Association. But the night of the draft, the kid was asked another question. ""If Kobe Bryant had trouble coming out of high school,"" a voice said, ""what makes you think you'll make it?"" ""All I know is, Moses Malone made it,"" the kid replied. ""He was before my time, but I'm told he was great."" With a wave, the kid walked away with his agent, who stopped to talk to the notebooks and microphones. ""We'll be asking for a $100 million signing bonus,"" the agent said. ""Ever since I.B.A. Properties signed a new $10 billion deal with that new sneaker company, it's only fair that this fine young man gets his share. He's worked hard to get here. And he wants his parents to have a better life."" That scenario, which may or may not turn out to be silly, is what 17-year-old Kobe Bryant has wrought. In declaring for the N.B.A. draft out of Lower Merion High School in Ardmore, Pa., the son of Joe (Jellybean) Bryant -- once a pro himself -- will join five others who entered the N.B.A. without a college basketball resume: Malone, Shawn Kemp, Kevin Garnett, Darryl Dawkins and Bill Willoughby. Of those five, Malone was by far the most productive, a three-time N.B.A. most valuable player with the Rockets and the 76ers and arguably the game's premier offensive rebounder. Although volatile, Kemp is an All-Star for the SuperSonics and Garnett might be an All-Star some day for the Timberwolves. Dawkins is remembered mostly for smashing glass backboards, Willoughby for bouncing around with six teams. Malone, out of Petersburg, Va., was the first, joining the Utah Stars, then in the American Basketball Association, in 1974. Willoughby, out of Dwight Morrow High in Englewood N.J., was drafted by the Hawks and signed a five-year $1.1 million contract, but over eight seasons he averaged only 6.0 points a game. At age 19, Garnett averaged 10.4 points and 6.3 rebounds, good numbers for an average of 28.7 minutes this season, but he's 6-11, as were Malone and Dawkins. Kemp is 6-10. Willoughby went 6-8. As a rookie, each of those five were taller and older than Bryant, who is only 6-6. Maybe he's still growing; David Robinson, now the Spurs' center, sprouted 6 inches while at the Naval Academy. But if Bryant doesn't grow, he better be a great shooter. And at 17, he might grow up too soon in the N.B.A. life style. Marty Blake, the N.B.A.'s draft guru, has ""no idea"" how high Bryant will go in the draft. But no matter when he is chosen, the situation will work against him. If Bryant is taken quickly, he will probably be on a bad team. If he is taken late in the first round, he should be on a good team but won't get much playing time. That same dilemma would also confront Tim Thomas, the Paterson (N.J.) Catholic center, who is contemplating the N.B.A. rather than college. At 6-10, Thomas is considered a better prospect than Bryant. But someday a 9-year-old will be a better prospect than both of them. Graphic fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Photo: Kobe Bryant . (Associated Press) Classification_197 Classification_197 Classification fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Language: ENGLISH Subject: BASKETBALL (93%); MIDDLE & JUNIOR HIGH SCHOOLS (90%); COLLEGE & UNIVERSITY SPORTS (78%); COMPANY NAME CHANGES (78%); OLYMPICS (78%); PROFESSIONAL SPORTS (78%) Company: KOBE BRYANT (91%); NATIONAL BASKETBALL ASSN (NBA) KOBE BRYANT (91%); NATIONAL BASKETBALL ASSOCIATION (94%); NATIONAL BASKETBALL ASSOCIATION (94%); SCOUT ASSOCIATION (55%); NEW YORK NICKERBOCKERS (55%); SCOUT ASSOCIATION (55%); NEW YORK NICKERBOCKERS (55%) Organization: NATIONAL BASKET",
Kobe Bryant,pre_2009,1996-05-04,,,"fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Ending months of speculation, Kobe Bryant , the 6-foot-6, 17-year-old basketball phenom at Lower Merion High School, outside Philadelphia, announced to a cheering crowd of fellow students in the school gym this week that he had decided to bypass college and make himself available for the NBA draft in June. ""You have to stay mentally tough and stay focused,"" he told reporters afterward. ""If I can stay focused on my goals, I should be all right."" This should not be difficult for Bryant, whose father, Joe, played in the NBA, now coaches college basketball , and plans to serve as his son's agent. ""There's a lot of players that are skilled,"" said the elder Bryant, ""but mentally, he's really ahead of his time."" Indeed, Bryant the younger explained that he had vowed to bypass higher education as long ago as the ninth grade, when he told incredulous friends that he was determined to buck the system. Of course, while his classmates now praise his decision - assuming, not without reason, that their chum will soon be earning millions - other observers were not so sanguine. His coach is worried that Bryant is not physically prepared for life as a professional basketball player, and journalists have lamented the loss of a college education. This would be lamentable, I suppose, if Bryant had intended to pursue something resembling a college education. But it is fairer, and certainly more accurate, to say that colleges were pursuing him, not the other way around; and education was not foremost in their mind. Among the now-spurned suitors were such institutions as the universities of Michigan, Duke, North Carolina and Villanova. Kobe Bryant appears to be wiser - or, perhaps, more candid - than his critics: ""A lot of people now are starting to think that college basketball is starting to die down,"" he said. ""All the high school all-Americans are going to college for a year or two and then going to the NBA."" At long last, an encouraging trend. Twenty years ago, three high school players (Moses Malone, Darryl Hawkins and Bill Willoughby) skipped college for the NBA, and so far as I know, did well enough. But for two decades they were lonely pioneers. Then, last spring, a Chicago high school player named Kevin Garnett quit classes to be drafted by a professional team, the Minnesota Timberwolves, and he has done quite well. Now the floodgates are prepared to open. Other high school players are reportedly ready to follow Bryant's example next month, and a record number of college scholar-athletes are dropping out to join the throng. May the ""dying-down"" continue. To be sure, this is all very disturbing to some observers, although it's hard to see why. Twenty years ago, among journalists, it was assumed that Moses Malone, by snubbing the University of Maryland and joining the Utah Stars of the ABA, was penalizing himself for life. He could always play basketball , and probably would, they said; but the value of a Maryland bachelor's degree - earned under the tutelage of Coach Lefty Dreisell, the late Len Bias' mentor - could scarcely be measured. It's nice to think that, once upon a time, people really believed such things. And maybe they did. But the idea that Moses Malone or Kobe Bryant or any player hired by a basketball powerhouse is anything other than a mercenary jock is simple nonsense. It is a cynical arrangement between the athletes and their schools; and it degrades the institutions that play such games. The much-overpraised John Thompson of Georgetown is not above putting players on his team as favors to business partners or team patrons. Indeed, one of his scholar-athletes, sophomore Allen Iverson, who Wednesday announced he was dropping out of school for the NBA draft, may have had no choice: Since he drives a $ 132,000 ""free loaner"" Mercedes Benz, courtesy of a local Washington dealer, he may have been forbidden to play next year, under NCAA rules. Why bother enforcing such provisions? At the University of Kentucky, players live in their own lavishly appointed dorm and are showered with thanks from worshipful alumni: Few books, I imagine, are among the bounty. Scarcely a day goes by, it seems, that some scholar-athlete isn't arrested somewhere for gross misconduct, or plain old criminal behavior, while his coach floats excuses. Watching these semi-professional entertainers take the court, or the field, one asks oneself: What have these players to do with Duke or UCLA or Villanova? Not much, except for this: The notion of universities serving as minor-league farm teams for the NBA - or the NFL or whatever - is awkward for players, demeaning to the schools, and a perversion of college athletics. More power to Kobe Bryant . Philip Terzian is the associate editor of the Providence Journal-Bulletin. Notes fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 OPINION; COMMENTARY Graphic fLayoutInCell 1 lineC",
Kobe Bryant,pre_2009,1996-06-25,,COACH SAYS KOBE READY TO GRADUATE,"fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Gregg Downer says the NBA-issue pacifiers can be kept in their boxes. Kobe Bryant won't need one. Downer, who coached the prep phenomenon for four years at Lower Merion High, in the suburbs of Philadelphia, is telling Bryant's detractors the 17-year-old will do just fine in the NBA. ""Kobe has a presence and maturity beyond his years and that should make the transition a little smoother,"" Downer said. ""He's the best high school player I've ever seen. I can't help but think in three to five years he's going to be an NBA All-Star."" The 6-6, 200-pound Bryant some say he is actually 6-4 has others, including the Knicks, convinced that he is worth a chance. But history suggests Bryant, son of former Sixer Joe (Jelly Bean) Bryant, is in over his head. The players who have made the jump from preps to the pros Moses Malone, Bill Willoughby, Darryl Dawkins and, last season, Kevin Garnett were all at least 6-10. However, Bryant's numbers, although compiled against high school opposition, are hard to ignore. He finished his prep career as the all-time leading scorer in southeastern Pennsylvania history, passing Wilt Chamberlain (2,359) and former St. Joseph's star Carlin Warley (2,441) with a mark of 2,883. He averaged 33 points, 12 rebounds, eight assists, 6.5 steals and nearly four blocks per game. He capped it by helping Lower Merion win AAAA state title, its championship in more than 50 years. Still, many remain unconvinced Bryant can immediately thrive in a man's game. ""He can rebound, pass and shoot. He's got a lot of basketball skills,"" said Billy McKinney, vice president of basketball operations for the Seattle Sonics. ""But there's a world of difference between the competition of high school basketball and the NBA. There's a world of difference between college and the NBA."" Bryant does have supporters. Nets coach John Calipari noted Bryant is just one year younger than Stephon Marbury. Downer said Bryant has been through workouts with eight or nine teams and the reviews have all been positive. ""I've been hearing he's in the 10-15 range, but I wouldn't be surprised if he went before 10th. I think 10 years from now when we look back on this draft, he will be by far the dominant pick of this crop. I have a feeling he's a special one."" GRAPHIC: BRYANT FILE NAME: Kobe Bryant . SCHOOL: Lower Merion HS. HEIGHT: 6-6. WEIGHT: 200. STRENGTHS: Raw athletic ability, quickness. Wingspan of a 6-11 player should help him defensively. WEAKNESSES: Age and his fragile frame. Got banged up over 30 games in high school. SCOUT'S COMMENT: David Fredman, Utah Jazz assistant: ""It looks to me like he hasn't done a lot of weight training. I think that would be one of the first things he needs to work on. I think he'll be very good in the long run."" Graphic fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 ( Kobe Bryant ) Classification_64 Classification_64 Classification fLayoutInCell 1 lineColor lineWidth 25400 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 Language: ENGLISH Subject: BASKETBALL (90%); HIGH SCHOOL SPORTS (89%); HIGH SCHOOLS (89%); SCHOOL SPORTS (79%); SPORTS & RECREATION EVENTS (79%); SPORTS BUSINESS (79%) Company: NEW YORK NICKERBOCKERS (56%); NEW YORK NICKERBOCKERS (56%) Organization: NEW YORK NICKERBOCKERS (56%); NEW YORK NICKERBOCKERS (56%) Industry: HIGH SCHOOL SPORTS (89%); HIGH SCHOOLS (89%) Person: KOBE BRYANT (89%); KEVIN GARNETT (58%) Geographic: PHILADELPHIA, PA, USA (73%); NEW YORK, USA (91%); PENNSYLVANIA, USA (79%) Load-Date: June 25, 1996 fLayoutInCell 1 lineColor 0 lineWidth 12700 lineStyle 0 fFlipH 0 fFlipV 0 shapeType 20 End of Document Page PAGE of NUMPAGES Record votes for Yao HYPERLINK https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:4FHM-K890-0058-X4C9-00000-00&context=1519360 00 Record votes for Yao The Straits Times (Singapore) February 20, 2005 Sunday Bookmark_67 Bookmark_67",
